356060330,颜色分类:010黑色;尺码:165/84A/M,e***5,295418996725,衣服款式效果还行，得瘦高个穿得出效果，矮胖就别买了&hellip;&hellip;质量一般，含羊毛23%，所以贴身穿会有刺刺的感觉。侧面开叉太高，已经被我缝了一半起来了（天衣无缝啊&hellip;&hellip;呵呵），本人1.76/65公斤，还好坚持买了M&hellip;（客服坚持我得Xl，你想啥呢&hellip;？&hellip;），号码刚好，长度也刚好&hellip;&hellip;&hellip;总的来说，299的价格都贵（吊牌599&hellip;&hellip;天，谁会买？），能再便宜些性价比会更高。,2016-12-13 22:58:56,4,2
356060330,颜色分类:010黑色;尺码:160/80A/S,芒***柴,294408313552,凑单买的，但是也非常的好看，嗯下面可以搭配各式各样的裙子，然后外面套大衣穿，衣服里面有羊毛，穿上去很暖和，围脖和毛衣是分开的，也比较方便！衣服是落肩款，所以会比较宽松，大小来说也没有什么太大区别，嗯，一般不太胖了，买最小号就可以了。辛苦啦！,2016-12-05 22:09:59,3,0
356060330,颜色分类:010黑色;尺码:170/88A/L,颜***7,295569877474,很棒的大毛衣，双十一没抢到，双十二弥补遗憾啦，超级好看的大毛衣，不扎人，很垂，版型很正，超级显瘦，一直买Only的衣服，不贵好看，什么风格都有，这个价格超赞,2016-12-15 13:45:47,2,3
356060330,颜色分类:010黑色;尺码:170/88A/L,柚***天,291509051935,很喜欢这件衣服等了很久，双十一买很便宜，质量很好加了羊毛超级暖和，喜欢！很满意的一次网购，居家旅行必备，百搭好穿，脖套很实用，推荐给朋友了,2016-11-13 23:27:44,2,3
356060330,颜色分类:010黑色;尺码:165/84A/M,嗯***额,295535464433,双十一没有抢到，双十二就赶紧抢到手，还好中间忍住没有买，哈哈价格便宜，衣服质量真的没话说，穿上特别美！！！以前一直都买only家的衣服，后来有段时间觉得他家的衣服款式不太好了，最近感觉以前喜欢的only又回来了，希望only得衣服能越做越美，生意也越来越好,2016-12-14 19:20:03,3,0
356060330,颜色分类:010黑色;尺码:165/84A/M,快***6,295819772356,衣服很漂亮，一直都想拥有一件这样毛衣裙。宽松版，穿上很有好看，喜欢这种风格。个人感觉不要穿的太瘦了，宽松效果好。唯一感觉面料要起球，毛线的基本都要起点球吧，能接受这一点，就没什么缺点了。,2016-12-17 09:20:03,2,0
356060330,颜色分类:010黑色;尺码:170/88A/L,h***n,292353301313,高端大气上档次，显瘦，感觉赚到了，主要是版型好看，袖子有点起球，在可接受范围内。,2016-11-18 23:16:46,4,1
356060330,颜色分类:010黑色;尺码:165/84A/M,w***莹,291341721246,超级喜欢哇，十号晚上看到的喜欢的不得了十一号凌晨熬夜拍下来结果拍完就发现全部卖光了，感觉自己赚到了耶，快递很赞，衣服今天到的，166买的m码，其实s应该会刚好，以为会很长，但是刚好到小腿肚，很宽松很柔软，摸起来很舒服，细节做的也很好，还送有围脖，而且围脖上的标签可以帮助每次穿的时候分正反和里外，就不再换小号啦~总之全五星好评！,2016-11-13 14:11:43,2,3
356060330,颜色分类:010黑色;尺码:165/84A/M,哀***n,291431605384,太爆炸了！！双十一买，隔天就到！！好大的箱子！这是最惊喜的双十一没有之一！客服推荐的xl，买晚了就剩m的了，赶紧就拍了，晚上一看所有号都没有了。宽松款，不大不小正合适，刚好过小腿。买彩票中了！有送围脖哈哈，，以后追评上图,2016-11-12 20:03:44,0,1
356060330,颜色分类:010黑色;尺码:170/88A/L,d***多,292622605107,终于在19号收齐五件衣服，心满意足了。only的衣服一直很喜欢，并且喜欢了十多年，双十一折扣超级大，非常划算。这个毛衣是两件，裙身跟脖颈两部，腿部开叉好帅，棒棒哒。,2016-11-19 12:03:45,0,1
