158748311,波司登官方旗舰店,539008912913,波司登2016新品连帽气质保暖纯色直筒长款女时尚羽绒服B1601198,7860,949.00,2215,//detail.m.tmall.com/item.htm?id=539008912913
158748311,波司登官方旗舰店,538814125168,波司登2016新款迪士尼系列韩版纯色加厚羽绒服女长款时尚B1601156,11612,854.00,1985,//detail.m.tmall.com/item.htm?id=538814125168
158748311,波司登官方旗舰店,538978585669,波司登2016新款大毛领长款羽绒服女加厚长过膝修身冬装B1601330,8575,1234.00,1654,//detail.m.tmall.com/item.htm?id=538978585669
158748311,波司登官方旗舰店,538854167165,波司登2016新款韩版宽松羽绒服女中长款加厚连帽时尚冬装B1601154,6689,854.00,1442,//detail.m.tmall.com/item.htm?id=538854167165
158748311,波司登官方旗舰店,539006608665,波司登2016新款时尚中长款女士简约连帽休闲保暖羽绒服B1601174N,2745,759.00,649,//detail.m.tmall.com/item.htm?id=539006608665
158748311,波司登官方旗舰店,538989760343,波司登2016新款连帽时尚加厚保暖冬季女装中长款羽绒服B1601332,3335,854.00,519,//detail.m.tmall.com/item.htm?id=538989760343
158748311,波司登官方旗舰店,539328046379,波司登2016新款中长款时尚休闲连帽宽松百搭甜美羽绒服B1601128N,1912,769.00,504,//detail.m.tmall.com/item.htm?id=539328046379
158748311,波司登官方旗舰店,538919978924,波司登2016新款大毛领羽绒服女中长款加厚修身韩版冬装B1601304,3608,999.00,432,//detail.m.tmall.com/item.htm?id=538919978924
158748311,波司登官方旗舰店,538909490023,波司登16新品瑞丽时尚气质宽松保暖女士外套中长款羽绒服B1601236,2477,949.00,354,//detail.m.tmall.com/item.htm?id=538909490023
158748311,波司登官方旗舰店,538592536471,波司登2016新品时尚气质连帽保暖韩版羽绒服 女 羽绒衣B1601518,2269,759.00,340,//detail.m.tmall.com/item.htm?id=538592536471
397341302,森马官方旗舰店,537346587682,森马中长款羽绒服2016冬装新款女士连帽字母绣章保暖直筒外套潮,7453,229.90,2328,//detail.m.tmall.com/item.htm?id=537346587682
